Symbol,Name,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44
CNFR,Conifer Holdings Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,13,13,3,3,3,3,3,3,3
TOMZ,TOMI Environmental Solutions Inc,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,36,33,33,33,33
NXPL,NextPlat Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SLRX,Salarius Pharmaceuticals Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EVOL,Evolving Systems Inc,1,1,1,1,1,5,5,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BLIN,Bridgeline Digital Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
TAIT,Taitron Components Inc Class A,0,2,4,4,4,2,2,8,6,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,28,28,28,28,28,28,2,28,2,28,2,28,21,28,28,28
OPHC,OptimumBank Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,42
NISN,Nisun International Enterprise Development Group Co Ltd Class A,0,2,4,4,4,2,2,2,6,6,6,2,2,2,2,6,6,2,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,36
BLBX,Blackboxstocks Inc,1,1,0,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,22,22,22,22,26,13,13,13,26,26,26,26,22,22,22,22,22,22,22,22,22,22
RAVE,Rave Restaurant Group Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ACOR,Acorda Therapeutics Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,22,13,13,13,13
BLPH,Bellerophon Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KSPN,Kaspien Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
MINDP,MIND Technology 9 00 Cumulative Pref Shs Series A,2,0,0,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,23,23,17,23,24,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24
MOTS,Motus GI Holdings Inc,1,1,0,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,32,32,32,32,32,22,22,22,22,22
OLB,OLB Group Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,25,25,25,25,1,1,25,25,25,25,25,25,25,25,25,25,25,25
MTP,Midatech Pharma PLC ADR,1,1,1,1,1,1,1,1,1,11,11,1,1,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BTB,Bit Brother Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,40,40,40,40
PULM,Pulmatrix Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1
TSRI,TSR Inc,0,3,3,3,3,4,8,4,8,8,4,4,14,14,14,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
APDN,Applied DNA Sciences Inc,1,1,1,1,5,5,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ISIG,Insignia Systems Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GYRO,Gyrodyne LLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PFIN,P&F Industries Inc Class A,1,1,0,5,6,3,3,3,3,10,10,10,10,10,10,10,10,3,17,17,13,13,13,17,13,13,24,24,13,13,13,13,13,13,13,13,13,13,13,13,39,39
BNSO,Bonso Electronics International Inc,0,2,4,3,3,4,8,2,2,2,2,2,2,2,2,2,2,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,35,35,35,35,35,35,35,35,35
YTEN,Yield10 Bioscience Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CREX,Creative Realities Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,15,15,15,15,15,3,3,22,22,22,22,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
GROM,Grom Social Enterprises Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
ARTW,Art's Way Manufacturing Co Inc,1,3,3,1,1,1,4,1,1,1,1,13,13,13,13,13,13,13,20,20,20,20,20,20,20,20,20,29,29,29,29,29,29,29,29,29,29,29,29,29,42,42
SMIT,Schmitt Industries Inc,0,2,4,4,4,2,2,2,6,6,8,8,8,8,8,8,2,2,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,36,35,35,35,36,36,36,15
WHLR,Wheeler Real Estate Investment Trust Inc,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
IMRN,Immuron Ltd ADR,1,1,1,5,5,5,5,5,10,11,11,11,11,15,15,15,15,7,9,9,22,3,3,3,3,3,3,3,3,3,13,13,3,3,3,3,3,3,3,3,38,38
SUMR,Summer Infant Inc,1,1,1,1,1,1,1,1,1,1,1,1,13,1,11,11,11,11,1,1,3,3,3,1,3,20,20,1,3,18,30,18,3,3,3,18,18,18,40,40,40,40
HTGM,HTG Molecular Diagnostics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
RIBT,RiceBran Technologies,1,0,2,2,6,7,7,7,7,7,7,3,3,3,10,3,3,19,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
EVOK,Evoke Pharma Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,40
CUEN,Cuentas Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CYTO,Altamira Therapeutics Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TANH,Tantech Holdings Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SONN,Sonnet Biotherapeutics Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ELSE,Electro-Sensors Inc,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,11,5,5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
CETX,Cemtrex Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
FGF,FG Financial Group Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,15,15,15,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26,26,26
AEY,ADDvantage Technologies Group Inc,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,36,33,33,33,33
BKYI,BIO-Key International Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,15,15,15,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26,26,26
YMTX,Yumanity Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
HUSN,Hudson Capital Inc.,1,1,0,5,5,5,5,5,10,11,11,11,11,15,15,15,15,15,13,13,22,22,22,22,26,26,26,26,26,26,22,22,22,22,22,22,22,22,22,22,22,22
NDRA,ENDRA Life Sciences Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,15,11,15,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
INM,InMed Pharmaceuticals Inc,1,0,0,5,6,7,7,7,7,7,7,7,7,15,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
MIND,Mind Technology Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,32,32,32,32,32,32,32,32,32,32,32,32
CYAN,Cyanotech Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
RENO,Renovare Environmental Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,26,26,26,26,26,26,26,26,26,26,26,26,26,26
CBIO,Catalyst Biosciences Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CJJD,China Jo-Jo Drugstores Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,22,22,22,22,22,1,1,1,1,1,1,1,32,1,1,1,1
EAST,Eastside Distilling Inc,1,0,0,5,6,7,7,7,7,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,32,32,32,32,32,32,32,38,38,32
SSNT,SilverSun Technologies Inc,0,3,3,3,3,4,4,4,2,2,0,4,14,14,0,0,18,18,11,11,11,11,11,18,18,11,11,11,11,11,11,11,11,11,11,37,37,37,37,37,37,37
TENX,Tenax Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPDN,Professional Diversity Network Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEDS,SemiLEDs Corp,0,3,3,3,3,4,4,4,2,2,2,13,13,13,13,13,13,18,20,20,20,20,20,20,20,11,11,11,11,11,11,11,11,11,16,37,37,37,37,37,37,37
USEG,US Energy Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FORD,Forward Industries Inc,0,2,3,3,3,4,8,2,2,2,2,2,2,2,2,2,2,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,37,37,37,37,37,37,16
PSHG,Performance Shipping Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UNAM,Unico American Corp,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
BIMI,Bimi International Medical Inc,2,0,2,2,2,7,7,7,7,7,7,7,7,7,7,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
DYNT,Dynatronics Corp,1,1,1,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,22,22,22,22,22,22,22
MEDS,TRxADE Health Inc,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,2,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
STAF,Staffing 360 Solutions Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HSDT,Helius Medical Technologies Inc Class A,1,1,0,5,5,5,5,5,10,10,10,10,10,15,15,15,15,10,13,13,22,22,22,22,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22,22,22,22
PALI,Palisade Bio Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AHPI,Allied Healthcare Products Inc,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
BRTX,BioRestorative Therapies Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CYRN,Cyren Ltd,1,1,1,5,6,7,7,7,7,10,10,10,10,10,10,10,10,10,9,9,9,9,13,13,22,13,13,13,13,13,9,9,32,32,32,32,32,32,32,32,32,32
CLWT,Euro Tech Holdings Company Ltd,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,34,34,38,34,38,19,19,38
BVXV,BiondVax Pharmaceuticals Ltd ADR,0,2,4,4,1,1,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
XBIO,Xenetic Biosciences Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,13,13,3,3,3,3,3,3,3
PETV,PetVivo Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,40,40,40,40
XTLB,X T L Biopharmaceuticals Ltd ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WHLRP,Wheeler Real Estate Investment Trust Series B Conv Prf Shs,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
TTNP,Titan Pharmaceuticals Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SINT,SINTX Technologies Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BOSC,BOS Better Online Solutions Ltd,0,2,4,3,3,4,8,2,2,2,2,2,2,2,2,2,2,4,16,16,16,16,16,16,16,16,11,16,16,11,11,11,11,11,16,37,37,37,37,37,37,37
WORX,Scworx Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
PHIO,Phio Pharmaceuticals Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HIHO,Highway Holdings Ltd,1,1,1,1,1,1,5,0,5,5,5,13,13,13,13,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,38
BLCM,Bellicum Pharmaceuticals Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HSTO,Histogen Inc,1,1,1,5,5,5,5,5,10,10,10,11,10,15,15,15,15,15,13,13,22,22,22,22,26,13,13,13,26,26,26,26,26,22,22,22,22,22,22,22,22,22
ATXI,Avenue Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
SNOA,Sonoma Pharmaceuticals Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
SVFD,Save Foods Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WVVIP,Willamette Valley Vineyards Redeemable Pref Shs Series A,0,3,3,3,3,4,4,4,8,8,4,4,4,4,4,4,4,14,11,11,11,11,11,11,11,5,5,11,5,31,31,31,31,31,31,31,31,31,31,31,31,31
QNRX,Quoin Pharmaceuticals Ltd ADR,1,1,1,5,5,5,5,5,10,11,11,11,11,15,15,15,15,15,13,13,22,22,22,22,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22,22,22,22
NVIV,InVivo Therapeutics Holdings Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPCB,Supercom Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SNES,Senestech Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,11,11,11,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
MOBQ,Mobiquity Technologies Inc,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,16,16,16,16,16,16,16
VIVE,Viveve Medical Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
NUWE,Nuwellis Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENVB,Enveric Biosciences Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
YVR,Liquid Media Group Ltd,1,1,1,1,1,1,1,1,1,11,11,1,1,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NVFY,Nova LifeStyle Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,26,26,13,13,13,13,13,22,22,22,22,22,22,22
CELZ,Creative Medical Technology Holdings Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,3,3,3,3
THMO,Thermogenesis Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MYSZ,My Size Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1
MARPS,Marine Petroleum Units,1,1,1,1,1,1,1,1,1,1,1,13,13,1,13,13,13,13,20,20,20,20,20,20,20,20,20,29,29,29,29,29,29,29,29,29,29,29,40,40,42,42
KPRX,Kiora Pharmaceuticals Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
JAN,Janone Inc,1,3,3,1,1,1,4,1,2,2,1,13,13,13,13,13,18,18,20,20,20,20,20,20,20,20,20,18,18,29,29,18,18,18,16,36,36,29,40,40,40,40
LLL,JX Luxventure Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
STRR,Star Equity Holdings Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AEHL,Antelope Enterprise Holdings Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CTIB,Yunhong CTI Ltd,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
CETXP,Cemtrex Series 1 Pref Shs,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
CEAD,CEA Industries Inc,1,1,0,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,22,22,22,22,26,26,26,26,26,26,22,22,22,22,22,22,22,22,22,22,22,22
CYCCP,Cyclacel Pharmaceuticals 6 Conv Pref Shs,0,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,18,18,18,16,18,18,18,18,18,18,11,18,18,11,11,11,18,18,18,37,37,37,37,37,37,37
IMO,Imperial Oil Ltd,1,1,0,0,0,3,3,0,5,5,5,5,5,5,5,5,5,13,4,4,4,4,4,4,4,23,17,17,4,4,4,4,4,4,4,4,4,39,39,39,39,39
CQP,Cheniere Energy Partners Units,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,17,17,12,12,12,12,12,8,8,8,28,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8
PHYS,Sprott Physical Gold Trust,0,2,4,4,4,2,2,6,6,6,6,6,6,6,8,6,6,2,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
SEB,Seaboard Corp,2,0,0,0,6,3,3,3,3,3,3,3,3,3,3,3,3,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
SIM,Grupo Simec SAB de CV ADR,0,3,3,3,3,4,8,4,8,8,4,4,4,14,14,14,14,14,11,11,11,11,11,11,11,11,5,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31
BTG,B2Gold Corp,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
CEF,Sprott Physical Gold Trust and Silver Trust USD,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,2,2,21,21,21,21,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,36,36,36,36
PSLV,Sprott Physical Silver Trust USD,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,16,16,16,36,36,36,36
NG,NovaGold Resources Inc,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
NXE,Nexgen Energy Ltd,0,3,3,3,3,4,8,4,8,8,4,4,14,14,14,14,14,4,11,11,11,11,11,11,11,11,11,11,11,31,31,31,11,11,11,11,11,11,11,11,11,11
PRK,Park National Corp,2,3,3,3,0,0,0,4,0,0,0,0,14,14,14,14,14,14,11,11,11,11,0,11,11,11,7,11,11,7,7,7,7,7,11,11,11,11,11,11,11,11
UTG,Reaves Utility Income Closed Fund,0,2,2,2,2,6,6,9,4,4,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
NOG,Northern Oil and Gas Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GSAT,Globalstar Inc,1,1,1,1,1,1,4,1,5,5,11,13,13,13,13,13,13,13,20,20,20,20,20,20,20,20,4,29,29,29,30,30,30,30,30,30,29,30,30,30,30,30
CLM,Cornerstone Strategic Value Closed Fund,1,1,1,1,5,5,5,5,5,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
MAG,MAG Silver Corp,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,35,16,35,36,36,36,36
EVV,Eaton Vance Limited Duration Income Closed Fund,1,1,0,0,5,3,3,5,5,5,5,5,5,5,5,5,5,5,10,10,10,4,4,4,4,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
NGD,New Gold Inc,1,1,1,1,1,1,5,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,30,3,3,3,3,3,3,30,30,30,30,3
TELL,Tellurian Inc,1,0,0,5,6,3,3,3,3,10,10,10,10,10,10,10,10,10,17,17,13,17,17,17,17,17,24,24,24,24,32,32,32,32,32,32,17,17,17,17,17,17
